,tweet_text,sentiment,query_used,nome
26876,"vai rolar mais atos la agora, quando eu souber te aviso antes... acho que vai ter em horarios variados, ai deve dar p vc ir",Positivo,@guilhermeboulos :),boulos
26877,ah que da hora,Positivo,bolsonaro :),bolsonaro
26878,"nao vai ser roda vai ser um ato contra bolsonaro realizado pelos coletivos rcvr, quilombo urbano, slam 024 e zona norte",Positivo,bolsonaro :),bolsonaro
26879,"vc nao sabe o momento de parar, ne? obrigado por sabotar a candidatura do bolsonaro. espero sinceramente que te recebam bem no presidio ano que vem",Positivo,bolsonaro :),bolsonaro
26880,12 milhoes lavados? aquele dinheiro nao declarado na campanha do bolsonaro foi encontrado pela folha de sao paulo,Positivo,bolsonaro :),bolsonaro
26881,e um veado muito escroto pra votar em bolsonaro!,Positivo,bolsonaro :),bolsonaro
26882,fora petistas vagabundos dia 28 jair bolsonaro sera o seu presidente,Positivo,bolsonaro :),bolsonaro
26883,"voce foi mt sensato agora, obrigada ! mas ainda assim o voto continua sendo uma questao de opiniao e interesses, que quando eu falo do bolsonaro, nao tem nada que me represente. mas vamos continuar atentos! isso que fizemos hoje foi dialogar. pelo menos da minha parte, sim",Positivo,bolsonaro :),bolsonaro
26884,"analise interessante, principalmente praqueles que estao em duvida. leiam!",Positivo,bolsonaro :),bolsonaro
26885,"""acredito muito no paulo guedes, o economista de bolsonaro"". acredita no chicaco boy da economia? pois bem, acho que depois dessa sua afirmativa eu encerro por aqui, matheus. foi um prazer conhece-lo. um abraco e boa sorte",Positivo,bolsonaro :),bolsonaro
26886,bolsonaro cassado e impedido nessas eleicoes seria um sonho tao maravilhoso que nem consigo descrever,Positivo,bolsonaro :),bolsonaro
26887,"se bandido bom e bandido morto, os eleitores do bolsonaro terao que morrer, se ele for eleitor. porque vao estar assassinando o meu futuro e o futuro dos meus filhos",Positivo,bolsonaro :),bolsonaro
26888,o choro e livre e depois ficam de mimimi falando que e bolsonaro e seus eleitores que espalham fakenews kkkkkkkk dia 28 sera bolsonaro e e melhor jair se acostumando,Positivo,bolsonaro :),bolsonaro
26889,cid gomes na propaganda do bolsonaro  muda brasil,Positivo,bolsonaro :),bolsonaro
26890,"quer dar uns tiros? eu acho muito massa. se quiser, e so procurar uma escola de tiro e perguntar como funciona. pra quem curte armas, recomendo! nao precisa votar no bolsonaro pra isso, e so ir fazer uma aula. ai tu atira e a gente continua sem fa de torturador no poder.",Positivo,bolsonaro :),bolsonaro
26891,"bolsonaro na area vip, atracao inedita",Positivo,bolsonaro :),bolsonaro
26892,"marcello, voce e um robo do bolsonaro?  conheca nossa colecao em nossa loja  - b17 shop -",Positivo,bolsonaro :),bolsonaro
26893,bolsonaro e gente como a gente nao tem controle sobre nada em sua vida mas finge que ta td bem,Positivo,bolsonaro :),bolsonaro
26894,", a gnews ta procurando outras infos sobre o furo da folha sobre o caixa 2 - whatsapp - bolsonaro? queremos saber mais sobre o assunto",Positivo,bolsonaro :),bolsonaro
26895,"habbad alega que bolsonaro e pro de temer, nas narrativas pela tv... quem era vice dilma pt? depois do impeachment, se tornaram inimigos politicos. agora vem com este papo furado contra jb. o povo brasil nao e trouxa... nao sou pago!!! pro jb...",Positivo,bolsonaro :),bolsonaro
26896,enfia o discurso de 'cristao vota em bolsonaro' no meio do seu cu,Positivo,bolsonaro :),bolsonaro
26897,mas ainda bem que voce sabe que bolsonaro vai transformar o brasil numa venezuela,Positivo,bolsonaro :),bolsonaro
26898,"dos poucos ptistas que ainda consigo ver no facebook, to sentindo um sileeencio. sera que tao percebendo que o vinho vinagrou?!",Positivo,bolsonaro :),bolsonaro
26899,"amigo, essa nao e a esposa do bolsonaro.",Positivo,bolsonaro :),bolsonaro
26900,voto em qualquer um contra bolsonaro. voce fica na internet defendendo bandido,Positivo,bolsonaro :),bolsonaro
26901,"como se sucedeu a situacao? ficou um silencio no carro e ele perguntou ""bolsonaro?"". eu ""com certeza nao."" minha mae, do meu lado aqui, deve estar tensa porque ela sabe que eu nao tenho medo de bater boca com homem. mas ele se calou. menos mal",Positivo,bolsonaro :),bolsonaro
26902,"na verdade, haddad vai preso por seus crimes e bolsonaro sera presidente pois nao existem provas, apenas insinuacoes de uma jornalista petista!",Positivo,bolsonaro :),bolsonaro
26903,e bolsonaro!,Positivo,bolsonaro :),bolsonaro
26904,"o site do pha mancheta merda que o cid gomes fez como se fosse algo bom ""o pt criou bolsonaro"". sera a minha despedida de alguem que sigo ha tantos anos... adeus pha, adeus  beijos",Positivo,bolsonaro :),bolsonaro
26905,"ambos nao, o bolsonaro tem 3. nao interessa pelo que, se voce e contra bandido, e contra qualquer bandido. mas a gente sabe que voce tem de estimacao",Positivo,bolsonaro :),bolsonaro
26906,"tenho sim, meu bem.  outro robozinho de bolsonaro passando vergonha aqui. paz.",Positivo,bolsonaro :),bolsonaro
26907,"habbad pt. perdeu o controle... apavorados pela perda do poder. trocas de favores...viviam em brasilia apenas. nao enchergaram que era o brasil de pessoas cheias de esperanca e vontade de crescer, produzir.. jair bolsonaro e +brasil -brasilia. nao sou pago! pro jb..",Positivo,bolsonaro :),bolsonaro
26908,"e mais facil vc morrer primeiro pela policia, pois vc sabe q eles odeiam favelados. o bolsonaro tb odeia vcs, alias, ele vai fazer um otimo servico com vcs agora q ele vai ser presidente",Positivo,bolsonaro :),bolsonaro
26909,"bonjour please find the unroll here thread by  ""threa bolsonaro, desmaios, oracoes, facadas, cancer (?) &amam teoria da conspiracao. p.s. nao tem figura pq eu fiquei [...]""  enjoy",Positivo,bolsonaro :),bolsonaro
26910,bolsonaro! faz o cardeal fazer o gesto da metralhadora!,Positivo,bolsonaro :),bolsonaro
26911,"sonha mesmo, quando acordar vai ver bolsonaro presidente!",Positivo,bolsonaro :),bolsonaro
26912,"acho que ja ficou claro que ninguem vota no bolsonaro por acreditar que ele e honesto, ne? os motivos sao outros, mas sao covardes demais para admitir",Positivo,bolsonaro :),bolsonaro
26913,ja viu o fotao que ilustra a materia?,Positivo,bolsonaro :),bolsonaro
26915,ja pensou se a chapa do bolsonaro e cacada e dai o segundo turno vira haddad x ciro??,Positivo,bolsonaro :),bolsonaro
26917,"meu tio veio do interior  perguntaram em quem ele vai votar. e o bolsonaro  voto nele como ""outsider"" e bem ridiculo.",Positivo,bolsonaro :),bolsonaro
26918,"voce e uma robo do bolsonaro,  ?  conheca nossa colecao em nossa loja online  - b17 shop -",Positivo,bolsonaro :),bolsonaro
26919,"eu tb acho que ngm vota na haddad pela competencia, todo sabe que nao e o partido e corrupto mas tb ngm quer admitir  ps nao votei em bolsonaro, pra ja ir adiantando",Positivo,bolsonaro :),bolsonaro
26920,eu sou bolsonarista e caixa 2 do bolsonaro. faco campanha pra ele de graca e com prazer ainda por cima. olha que legal,Positivo,bolsonaro :),bolsonaro
26921,rumo aos 80% agora,Positivo,bolsonaro :),bolsonaro
26922,"hallo the unroll you asked for thread by  ""threa bolsonaro, desmaios, oracoes, facadas, cancer (?) &amam teoria da conspiracao. p.s. nao tem figura pq eu fiquei [...]""  enjoy",Positivo,bolsonaro :),bolsonaro
26923,pior que um tio me perguntou se o verde do meu cabelo foi pra homenagear o bolsonaro,Positivo,bolsonaro :),bolsonaro
26924,"criaram um site com varios arquivos de todas as asneiras que o bolsonaro ja falou, ta tudo organizado! divulguem",Positivo,bolsonaro :),bolsonaro
26925,jkkk e pra se um mene engrasado zoando o bozo. mas e a verdade pra ser eleitor (= aquele que elege) nao precisa votar no bolsonaro. v pode por exemplo votar no pt no primeiro turno,Positivo,bolsonaro :),bolsonaro
26926,"nooooossa  vc esta muito deslumbrante hj... gostei do oculos cabelao saiao! pra quem tem deficit de atencao como eu, so o edicao das 18h da leilane salva o dia  ate esqueco do bolsonaro por alguns minutos olhando vc... bjs, diva ruiva!",Positivo,bolsonaro :),bolsonaro
26927,mais falso que caixa 2 do bolsonaro.,Positivo,bolsonaro :),bolsonaro
26928,"[palestrinha mode on] na verdade harakiri e necessariamente hetero, ja que o suicidio por honra de mulheres recebe outro nome na cultura japonesa...  [palestrinha mode off] do jeito que bolsominion e eles vao negar e inventar um milhao de desculpas...",Positivo,bolsonaro :),bolsonaro
26929,"sim, isso se chama politica. nao se pode fazer politica sendo isolado dos demais politicos. alias, eu gosto muito dessas fotos do bolsonaro mostra muito o que ele fez em quase 30 anos de vida politica e talvez o que va fazer, caso seja eleito. diz muito sobre ele.",Positivo,bolsonaro :),bolsonaro
26930,"no grande numero de aliados do bolsonaro que venceram no legislativo, que podem vir a aprovar uma intervencao ""em novo do povo insatisfeito e da provavel fraude nas urnas"". mas tambem nao sou expert em processos politicos e quando ve to so viajando",Positivo,bolsonaro :),bolsonaro
26932,"com esse comentario delicado, bolsonaro acaba de ganhar mais 1 milhao de votos",Positivo,bolsonaro :),bolsonaro
26933,"vou me entregar a policia federal, pois sou uma das que participam de grupos de whatsapp com conteudo a favor de bolsonaro e anti-pt. descobri hoje que sou uma ""grande empresaria"" e que ao lado de milhoes de brasileiros estou interferindo nas eleicoes com o repasse de msg..",Positivo,bolsonaro :),bolsonaro
26934,"nao, ta de boa, vini.  so uma dica para de achar que as pessoas que votam em bolsonaro so o fazem pq nao estao ""enxergando"" alguma verdade que supostamente vai iluminar o conhecimento delas e faze-las mudar de ideia. isso e subestimar nossa capacidade de raciocinio e critica.",Positivo,bolsonaro :),bolsonaro
26935,"/// queda na rejeicao a bolsonaro foi maior entre pobres, nordestinos e mulheres * imaginem quando os meninos do mbl comecarem a jornada patriota por la...  &lt3...",Positivo,bolsonaro :),bolsonaro
26936,"o mais interessante da esquerda do twitter, e que sempre quando lancam uma tag contra bolsonaro, toma inicio com muuuitos perfis verificados( alguns tem 6k de seguidores mas mesmo assim tem perfil verificado) so aguardo a 2deg parte do mensalinho do twitter",Positivo,bolsonaro :),bolsonaro
26937,muito curioso os caes de guarda da esquerda americana 'apoiando' o bolsonaro pra dar aquela queimada basica no filme dele,Positivo,bolsonaro :),bolsonaro
26938,"vcs estao querendo censurar o whatsapp ? ue ?! e outra, o mito vai pra debates com voce pra que ? pra vc continuar com suas fake news doentias ? ta mais do que certo... e outra, ele vai ganhar sem nem precisar rebater suas fake news",Positivo,haddad :),haddad
26939,"se assumem!!!! -- ta bom, haddad 13!!! e oficial agora",Positivo,haddad :),haddad
26940,ja perdi 5 amigos por eles lamberem o haddad hoje e eu postar fotinha deles em manifestacao aqui em sp! nao entendi a (in)tolerancia,Negativo,haddad :(,haddad
26941,meu sonho seria o haddad com o ciro no segundo turno,Negativo,haddad :(,haddad
26942,"pelo o que consta, deve ir ciro e haddad pro segundo turno. acho mais justo! o povo tem o direito de continuar votando",Positivo,haddad :),haddad
26943,amei que voltando pra casa de onibus conversei com um senhor ex militar falando o quanto seria ruim o coiso como presidente. ele super concordou e diz torcer pra que o haddad vire. um pequeno brilho pra essa minha semana tao escura,Positivo,haddad :),haddad
26944,"segundo moro, o caixa 2 de r$ 12 milhoes (6 triplex) de bozonaro, utilizado para disparar centenas de noticias falsas (fake news) a milhoes de eleitores brasileiros, e pior que corrupcao! vamos de ciro x haddad!",Positivo,haddad :),haddad
26945,como nao me daram nenhum adesivinho do haddad peguei um pregado na parede de um dos corredores da faculdade e preguei em mim,Positivo,haddad :),haddad
26946,tu ta falando de corrupto com foto do haddad no perfil,Positivo,haddad :),haddad
26947,na moral eu fico mal de verdade com pessoas que eu amo votando no coiso liguei pra minha mae achando que teria que convencer ela a mudar do nulo pro haddad e ela me diz que ta pensando em voltar no coiso apenas nao tive estruturas pra conversar comecei a chorar e desliguei,Negativo,haddad :(,haddad
26948,nao e contra o haddad nao tem,Negativo,haddad :(,haddad
26949,caraio vota no haddad pra eu ter minha cachorrinha &gt,Negativo,haddad :(,haddad
26950,"nao voto em corrupto, por isso sou haddad.",Positivo,haddad :),haddad
26951,isso e pesadelo  meu sonho e a vitoria do haddad,Positivo,haddad :),haddad
26952,"sim, o haddad segura bem a bronca e parece ser realmente bom, mas ele ta apanhando por causa do partido e o anti petismo, acho que ele nao merece, mas fazer o que ne  fico muito puta que a sede de poder do pt foi maior que o bom senso",Negativo,haddad :(,haddad
26953,haddad ja perdeu. como diria a minha amiga  nao da pra lutar contra a estatistica,Negativo,haddad :(,haddad
26954,"posta. hadda ""nao, porque, pipipipopopo."" meu pai ""fueeennn!""",Positivo,haddad :),haddad
26955,"me diga uma coisa se conseguirem provar, realmente vc vai deixar de apoia-lo? seja sincero. obs nao voto no haddad",Positivo,haddad :),haddad
26956,"meu candidato e o ciro  e acabou que por falta de opcao vou pela democracia, vulgo haddad... ja o seu candidato e um cagao",Positivo,haddad :),haddad
26957,ciro ou haddad? -- nao sou tao obvia?,Negativo,haddad :(,haddad
26958,nem acredito mais em vitoria do haddad,Negativo,haddad :(,haddad
26959,"li sim! e concordo com grande parte das pautas nela apresentadas. sabia que o haddad quer implantar mais pontos de wi-fi pelo brasil? mas certeza que voce vai falar ""mas qual a utilidade disso?"". pra responder, sugiro estudar sobre globalizacao e as telecomunicacoes no brasil",Positivo,haddad :),haddad
26960,"manda pra gente ai, haddad. queremos ouvir",Positivo,haddad :),haddad
26961,"enquanto o coiso quer transformar o ministerio do meio ambiente num puxadinho do ministerio da agricultura, haddad se encontra com ativistas da causa animal em pleno periodo de campanha do segundo turno.",Positivo,haddad :),haddad
26962,a gnt sabe que nao vai dar em nd esse caixa 2 do bonoro mas fica sonhando c o debate entre o ciro e haddad,Negativo,haddad :(,haddad
26963,"votei no ciro no primeiro turno, mas se ele for pro segundo eu vou ser obrigada a votar no haddad pq tenho um nojo mortal da vice do ciro  poxa ciro te amo mas n da",Negativo,haddad :(,haddad
26964,"minha professora tem pos doutorado em harvard, formada em harvard, trabalhou 15 anos em hospital psiquiatrico na franca, sabe falar 6 idiomas e disse ""vou votar no haddad"" desculpa a faculdade me doutrinou",Negativo,haddad :(,haddad
26965,"moca, sera que e dificil de voce entender algo? poxa, e tao facil entender que nao e nessa questao, e querer censura mesmo, igual na venezuela. haddad, nem esta eleito ja esta querendo censurar o whatsapp.",Positivo,haddad :),haddad
26966,"nao se empolguem tanto com o  . lembre q o golpe e do judiciario, principalmente... e que eles n fizeram nada para impedir bozo. pq fariam agora?!?! para dar a presidencia a haddad?",Positivo,haddad :),haddad
26967,engracadinha.  lula13. haddad presidente.,Positivo,haddad :),haddad
26968,sai dessa bolha andrade ela nao ta te fazendo bem...,Positivo,haddad :),haddad
26969,"gloria a deusssss que tu eh calma e nao eh igual outras pessoas que so querem cair p cima do cara por causa de ""politica"", kkkkkkkkkkkkkkkkkkk eu defendia o ciro mas mano olha o haddad, como vou defender ele?",Negativo,haddad :(,haddad
26970,que icone seria o haddad jogar o caixa2 na cara dele em rede nacional e ele surtar,Negativo,haddad :(,haddad
26971,"caralho q mancada, queria ver o haddad passar vergonha",Negativo,haddad :(,haddad
26972,haddad totalmente sem cobertura para brigar e lutar para enfrentar isso e ganhar. haddad esta sozinho.,Negativo,haddad :(,haddad
26973,dois votos a menos para o haddad,Negativo,haddad :(,haddad
26974,os tops de hoje merecem um print pra esfregar na cara dos minions.    (muito boa essa   lava zap (essa tb) o jornal nacional  ciro e haddad pra ficar perfeita faltou,Positivo,haddad :),haddad
26975,"e corrupto, sim! e no dia do meu aniversario, quero votacao pra escolherem entre ciro e haddad!",Positivo,haddad :),haddad
26976,ciro e haddad e eu vou de ciroc...,Positivo,haddad :),haddad
26977,"fico feliz que isidoro apoio haddad, mas tou com uma vergonha dele ser o deputado mais votado da bahia. declarou o voto sendo homofobico.",Negativo,haddad :(,haddad
26978,bora encontrar o cidadao de boa conduta ...,Positivo,haddad :),haddad
26979,perde com dignidade sr haddad,Positivo,haddad :),haddad
26980,presidente da  divulga carta em apoio a haddad. tostei boa parte do meu dinheiro na editora certa mesmo.,Positivo,haddad :),haddad
26981,"eu sei, eu leio noticia. por isso eu vou votar no haddad  vota la no seu bandido, depois finge que nao votou quando estourar a merda",Positivo,haddad :),haddad
26982,o haddad entregando rosas pros eleitores,Negativo,haddad :(,haddad
26983,"amigo, so tem que explicar que o povo nao escolheu ciro e haddad  o brasil nao quer nenhum dos dois. parem com essa crise de hispteria de adolescencia tardia.",Positivo,haddad :),haddad
26984,da vergonha alheia esse desespero do pt... ta acabando! dia 28 muita coisa vai mudar  ate la ta divertido o haddad esperneando,Positivo,haddad :),haddad
26985,isso e puro desespero do haddad! ta igual uma criancinha fazendo pirraca no meio do mercado pq nao vai levar os doces pra casa,Positivo,haddad :),haddad
26986,"ai seria muito top se o bonosalro saisse dessa disputa e ficasse ciro x haddad  que sonho, meu deus",Negativo,haddad :(,haddad
26987,so tem que lembrar que a maioria esmagadora nao quer nem ciro e nem haddad. o brasil e a maioria absoluta quer outro candidado.,Positivo,haddad :),haddad
26988,substitui haddad p 'marionete de corrupto 13' para ficar + proxima da realidade e justa a enquete,Positivo,haddad :),haddad
26989,"voltou a rapaziada do twitter que apoia o ciro, mas nao tem titulo de eleitor",Negativo,ciro :(,ciro
26990,"simmm  e eu votaria no ciro,alias kkk reizinho",Negativo,ciro :(,ciro
26991,"esses eleitores do ciro sao tudo iludidos, coitados",Negativo,ciro :(,ciro
26992,"sin, senhor, com a victoria do sensacional ciro gomes",Positivo,ciro :),ciro
26993,"miga, nao tenha esperanca no ciro  e essa denuncia vai levar mo tempo, nao acho que ate a votacao de algo infelizmente",Negativo,ciro :(,ciro
26994,tem como o bozo ser afastado e entrar ciro? eu nunca tive essa informacao,Negativo,ciro :(,ciro
26995,meu sonho ciro no segundo turno e virando presidente,Negativo,ciro :(,ciro
26996,a gente nao tinha todo mundo combinado de votar no ciro?,Negativo,ciro :(,ciro
26997,"vem, ciro!!!! olha, segundo turno dos sonhos. ciro eleito com 90% dos votos. tchau extremos  mas nao vai acontecer. pena.",Positivo,ciro :),ciro
26998,mas no primeiro turno votei ciro.,Positivo,ciro :),ciro
26999,"queria tanto o coisa fora do segundo turno e o ciro entrando pra ganhar, mas acho algo muito dificil de acontecer",Negativo,ciro :(,ciro
27000,nao e pedir muito ciro no segundo turno,Negativo,ciro :(,ciro
27001,pq vcs tao me iludindo falando que o ciro pode ir pro segundo turno,Negativo,ciro :(,ciro
27002,"sei la. meu nome nao e tse. sei que do ciro, o brasil nao gosta. quer voce queira ou nao.",Positivo,ciro :),ciro
27003,prefiro um b12 ( nao e por conta do ciro) e o numero da antiga sela da sofia em orange is the new black enfim ninguem liga mesmo,Negativo,ciro :(,ciro
27004,ai o ciro salva o brasil aaa,Positivo,ciro :),ciro
27005,podemos votar a fazer campanha pro ciro?,Positivo,ciro :),ciro
27006,imagina o ciro governando  meu deus do ceu eu so quero meu presidente de uma vez,Negativo,ciro :(,ciro
27007,votei em ciro no primeiro turno e estou votando no pt e fazendo campanha pra nao deixar o seu bandido de estimacao entrar no poder. nao que eu tenha que dar alguma satisfacao pra putinha de corrupto,Positivo,ciro :),ciro
27008,eita... esse bozo e um conjunto de coisa ruim mesmo... ainda tem trouxa que vota? kkkkkkk  porque nao tem o,Negativo,ciro :(,ciro
27009,"ae bolsominions, se voces defenderem a saida do bozo e a entrada do ciro para o segundo turno eu vou de ciro com voces para impedir a petralhada!",Positivo,ciro :),ciro
27010,"acabei de ouvir na jovem pam que haddad e ladrao e faz parte da quadrilha pt e que bolsonaro e inocente do caixa 2  gente, voces sao doentes",Positivo,bolsonaro :),bolsonaro
27011,12 milhoes e o valor de apenas uma das doacoes irregulares que bolsonaro recebeu faz de graca porque e trouxa,Positivo,bolsonaro :),bolsonaro
27012,"claro que o tse vai impgnar o bolsonaro - e comecar uma guerra civil  mano, como as pessoas sao irrealistas",Positivo,bolsonaro :),bolsonaro
27013,desespero demais kkkkkkk a folhadesp e extremamente parcial e nao e a primeira vez q faz isso. aceita q doi menos. e bolsonaro,Positivo,bolsonaro :),bolsonaro
27014,quem sabe ele nao tenta o bolsonaro agora?,Positivo,bolsonaro :),bolsonaro
27015,"eai ptzada, ja tao criando a proxima fake news? porque essa nao colou",Negativo,#bolsonaro2018 :(,bolsonaro
27016,"oq pesa e a minha ansiedade, esse dia 28 nao chega logo",Positivo,haddad :),haddad
27017,"chega pro debate, papaiiiii! indicamos uso de fralda geriatrica pra nao se mijar.",Positivo,haddad :),haddad
27018,eu nao sou robo so nao quero mais quem robo meu dinheiro - emprestando pra  kkkkk.   estou fazendo uso das redes sociais em favor de  pq tenho esse direito e faco de gratis.,Negativo,#bolsonarosim :(,bolsonaro
27019,"gostava da musiquinha ""dia 7 e 17""",Negativo,#bolsonarosim :(,bolsonaro
27020,meus pais nao me deixam ir no ato contra o bozo pq eles tem medo dos bozominion. (moro em sc) eu sei que a intencao deles e boa mas estou com raiva,Negativo,#bolsonaronao :(,bolsonaro
27021,os pilotos vao homenagearam o companheiro jules bianch que faleceu em 2005 e tinha o numero 17 no seu carro. nesta madrugada de domingo na f1.,Positivo,#bolsonarosim :),bolsonaro
27022,"ai clarinha, que surpresa  obrigado por se solidarizar, ta? estamos fortes e seguimos resistindo contra eles!! espero que esteja tudo bem por ai &lt3",Positivo,haddad :),haddad
27023,roubalheira? calma galerinha! haddad vai ser preso dai podem ficar na porta do presidio fazendo vigilia pra bandido.. comendo pao com mortadela.. ps o pao e a mortadela vao sair do seu bolso agora,Positivo,haddad :),haddad
27024,"ah por favor, o seu amado tem 33 processos se for o caso os dois estao errados",Positivo,haddad :),haddad
27025,"acho q os eleitores do haddad nunca ouviram falar do decalogo de lenin e q duramte todo esse tempo da esquerda no poder, o decalogo foi sorrateiramente implantado no brasil...tenham coragem e leiam o decalogo!",Positivo,haddad :),haddad
27026,"enquanto minha cidade nao foi para as ruas, eu sou um robo do bolsonaro e estou nas rede sociais acompanhando as manifestacoes lindas do povo brasileiro! queria estar com todos voces tbm.",Negativo,#nasruascombolsonaro :(,bolsonaro
27027,vai ser uma delicia ver a cpi da une sendo instalada  a mortadela de vcs vai acabar!,Positivo,#nasruascombolsonaro :),bolsonaro
27028,"tenho que confessar eu, spectreman, sou mesmo um robo (androide, para ser mais exato) a servico da campanha do bolsonaro. primeiro, derrotei o dr. gori. agora, sera o andrade!!",Positivo,#nasruascombolsonaro :),bolsonaro
27029,"ufa , ate que enfim o senhor saiu do armario  ok , anotado petralha, segundo turno das  e",Positivo,#bolsonarosim :),bolsonaro
27030,"como eu disse, nao teria dado nenhum problema como nao deu. mesmo com isso que vc acha que parece ser suspeito nao teve nenhuma ligacao de corrupcao do partido ou dele por esse ato. ja foi investigado",Positivo,haddad :),haddad
27031,"o problema sao as pessoas que vao pra sao paulo e nao os paulistas, todo paulista sabe votar.. entendi",Positivo,haddad :),haddad
27032,entao nao ha com que voces se preocuparem deputado! pela pesquisa estao em ascensao e talvez nas urnas haddad ganhe com uma boa folga.,Positivo,haddad :),haddad
27033,kkkkkkk boa tentativa marcia  para nivel mortadela ja eh alivio nao ver erro de portugues kkkkkkkk,Positivo,haddad :),haddad
27034,"agora vai!  em mais uma tentativa de enganar o povo, haddad agora diz que vai congelar gas. rs vai que mais essa ""nova mudanca"" cola! kkkkkkk uma estocava vento o outro vai congelar gas. fio, se congelar o gas, o fogo nao acende.  falo mais nada!",Positivo,haddad :),haddad
27035,"isso nao e um nem dois medicos. alem de professores que sao cirurgioes e que usam barba, tenho outros tantos que tambem usam. hahahahhahah ta bem na cara de quem e fake aqui ne. deixa teu nome completo ai pra gente dar uma olhada.",Positivo,haddad :),haddad
27036,"sair um pouco do discurso raso, entender os determinantes de uma boa politica fiscal e monetaria para se evitar ou sair de crises e recessao. mto bom, super indico, porem entendo seu posicionamento e nossa casa ufmg estara aberta sempre",Positivo,haddad :),haddad
27037,"vou te dizer de forma simples para que entenda o que esta acontecendo , jogaram veneno no ninho , e voces sao as baratas e estao agonizando antes da morte , somente isso , por que voces ja perderam e estao so em processo de aceitacao , e estamos assistindo de camarote o fim",Positivo,haddad :),haddad
27038,bolsonaro presidente do brasil!!! tchau querido fantoche pau mandado,Positivo,haddad :),haddad
27039,a bosta da minha conta antiga deu ruim e eu tive que criar outro espaco pra falar bem do haddad.,Positivo,haddad :),haddad
27040,agora me mostra um direito que ele quer tirar  (com fontes por favor),Positivo,haddad :),haddad
27044,"volta, ciro!",Negativo,ciro :(,ciro
27045,ciro podia voltar,Negativo,ciro :(,ciro
27046,tempo de um curso universitario ne more? mas ainda tenho mais um ano,Positivo,haddad :),haddad
27047,li uma materia falando que se haddad vencer nao deve ser candidato a reeleicao e deve deixar ciro livre na disputa,Positivo,haddad :),haddad
27048,"hehehehhehhe eu q devia ter vergonha? e vc q ta ai ficando nervozinho e tiltando pro cara q ""parece um retardado, crianca tentando se envolver em assunto de adulto..."" oq? ta com vegonha ta? ta passano vergonha, ta bolsominon? passa mais q ta pouco",Positivo,haddad :),haddad
27049,ja li o plano de governo e ja vi o ppt dele. so falta dizer o que tem de ruim e explicar o porque  no aguardo,Positivo,haddad :),haddad
27050,to vendo que vir pro ceara fez bem para nosso candidato  a rapadura daqui revela o cabra macho!,Positivo,haddad :),haddad
27051,nao to dizendo desse tweet,Positivo,haddad :),haddad
27052,pisa mais,Positivo,haddad :),haddad
27053,"pegar video e editar com trechos que voce quer e facil. isso e fake news grave e o pior e estar na tv, coloca o video todo do presidente bolsonaro.",Positivo,haddad :),haddad
27054,eu salvando os videos do haddad pra assistir ano que vem e lembrar do brasil que a gente sonhou,Negativo,haddad :(,haddad
27055,e o contrario. passivo e haddad!,Positivo,haddad :),haddad
27056,so pra avisar que eu ainda nao tirei o adesivo de ciro do meu carro,Positivo,ciro :),ciro
27057,"ai mor, sou time ciro  ja fazem 84 anos que ""desativei"" aquele hahahab",Negativo,ciro :(,ciro
27058,"ciro e mais preparado, tenho certeza. mas eles se esquecem que o eleitorado lulista ta fora das redes sociais",Negativo,ciro :(,ciro
27059,"se voce ta reclamando vai fazer pra que? abre o bolso e paga uma faculdade particular meu anjo, deixa esse lixo ai pra quem quer e precisa",Positivo,haddad :),haddad
27060,ah dois deles ja votam e vao votar haddad 13,Positivo,haddad :),haddad
27061,voce sera preso,Positivo,haddad :),haddad
27062,"nao sou eu quem estou postando memes , reveja seu conceito de infantil , e sao verdades , aceitalas ou nao , nao muda os fatos",Positivo,haddad :),haddad
27063,prove que sou fake e eu mudo meu voto  prometo,Positivo,haddad :),haddad
27064,boa noite,Positivo,haddad :),haddad
27065,pois que bom pra vc! pode voltar a suas atividades,Positivo,haddad :),haddad
27066,queria ter ido ver o haddad mas nao fui,Negativo,haddad :(,haddad
27067,espero que voce se ferre,Positivo,haddad :),haddad
27068,sabe esse carinha aqui? ele vai ser o teu presidente,Positivo,haddad :),haddad
27069,"que saudade de receber notificacao de tuite seu, presidente ciro.",Positivo,ciro :),ciro
27070,"anem librianjo, so espero que voce alcance essa dadiva. no meu eu pedi o ciro de presidente, ngm ouviu",Negativo,ciro :(,ciro
27071,"infelizmente as chances do ciro gomes ir pro segundo turno sao minimas, nao se iludam, galerinha",Negativo,ciro :(,ciro
27072,"muito legal, muito bacana ciro, faltou gravar video em apoio claro ao haddad",Positivo,haddad :),haddad
27073,se nao estiver na cadeia no dia 29 vou querer saber.,Positivo,haddad :),haddad
27074,"eu hj vai ser um dia agradavel nao vou me estressar  - "" haddad e lula"" - haddad e lula e crlh",Positivo,haddad :),haddad
27075,"pior cego e defender corrupto preconceituoso e fascista. tem nem comparacao, uma vergonha e comparar haddad e bolsonaro. se quer analisar pelo partido, pesquisa ai sobre os partidos do bozo  pp e o partido mais corrupto e o psl ta na lista tambem.",Positivo,haddad :),haddad
27076,escrevi errado. * faculdade,Positivo,haddad :),haddad
27077,"bolsonaro tem condenacoes judiciais, haddad nao. quem e o bandido?",Positivo,haddad :),haddad
